name;brand;type;rating_value;rating_count;year;segment;perfumers;families;top_notes;middle_notes;bottom_notes;users_notes;url
O'Zone For Men;Sergio Tacchini;Туалетная вода;4,6;7 оценок;2000;premium;;fern;grapefruit, lemon, mandarin;cardamom, nutmeg, green-tea, jasmine;ambra, white-cedar, musk, vetiver;white-cedar, grapefruit, cardamom, lemon, mandarin, nutmeg, vetiver, green-tea, jasmine;https://aromo.ru/fragrance/sergio-tacchini-o_zone-for-men-toilet-water-eau-de-toilette-909049/
Rose Romantic Edition;Paul Smith;Туалетная вода;4,6;7 оценок;2016;premium;;fruit, floral;jabloko, lemon, pink-pepper;violet, magnolija, rose;ambra, white-musk, kedr;;https://aromo.ru/fragrance/paul-smith-rose-romantic-edition-85293/
Tobacco & Tonka Bean;Banana Republic;Парфюмерная вода;4,6;7 оценок;2019;mass-market;;east, spicy;grusha, sliva-mirabel;kokos, tabak;tonka-bean, vanil;tonka-bean, vanil, sliva-mirabel, tabak;https://aromo.ru/fragrance/code-4070-tobacco-a-tonka-bean/
Vibrant Leather;Zara;Туалетная вода;4,6;7 оценок;2016;mass-market;;leather;bergamot, lemon;bamboo, kozha;pachuli;bergamot, kozha, pachuli;https://aromo.ru/fragrance/zara-vibrant-leather-toilet-water-eau-de-toilette-95927/
Russian Flowers Exciting;Sergio Nero;Туалетная вода;4,6;7 оценок;2018;mass-market;;floral;black-currant, mandarin, reven;violet, geranium, rose;ambra, musk, sandal;;https://aromo.ru/fragrance/sergio-nero-russian-flowers-exciting-toilet-water-eau-de-toilette-1803817/
H&M Sparks Will Fly;H&M;Туалетная вода;4,6;7 оценок;2018;mass-market;;chypre, floral;frezija, mandarin;apelsinovyj-cvet-flerdoranzh, lily-of-the-valley;pachuli;apelsinovyj-cvet-flerdoranzh, mandarin, pachuli;https://aromo.ru/fragrance/hm-n-h_m-sparks-will-fly-toilet-water-eau-de-toilette-1476463/
White Tea Flowers;Monotheme Fine Fragrances Venezia;Туалетная вода;4,6;7 оценок;2012;mass-market;;fruit, floral;citruses, raspberry;ilang-ilang, green-tea;drevesnyje-noty, vanil;;https://aromo.ru/fragrance/monotheme-fine-fragrances-venezia-white-tea-flowers-toilet-water-eau-de-toilette-97352/
Ambre Nuit;Dior;Парфюмерная вода;4,6;7 оценок;2009;suite;francois-demachy;east;;bergamot, grapefruit, rose, pink-pepper, ambergris;;bergamot, rose, pink-pepper, ambergris;https://aromo.ru/fragrance/dior-ambre-nuit-perfume-water-eau-de-parfum-39768/
Oud Ispahan;Dior;Парфюмерная вода;4,6;7 оценок;2012;suite;francois-demachy;floral, east;labdanum;pachuli, rose, saffron;kedr, sandal, oud;labdanum, rose, saffron, oud;https://aromo.ru/fragrance/dior-oud-ispahan-perfume-water-eau-de-parfum-79246/
Armani Mania Pour Homme;Giorgio Armani;Туалетная вода;4,6;7 оценок;2002;suite;francis-kurkdian;spicy, wood;mandarin, ptitgrejn-list-citrusovyh, saffron;kedr, vetiver;ambra, musk;;https://aromo.ru/fragrance/giorgio-armani-armani-mania-pour-homme-toilet-water-eau-de-toilette-41341/
Pour Homme Equus;Lalique;Парфюмерная вода;4,6;7 оценок;2001;suite;;spicy, east;citruses, cardamom, mozhzhevelnik-plody;list-fialki, nutmeg, sequoia;amyris, benzoin, vetiver;cardamom, list-fialki, vetiver, amyris, benzoin, citruses, mozhzhevelnik-plody, nutmeg;https://aromo.ru/fragrance/lalique-pour-homme-equus-perfume-water-eau-de-parfum-67618/
Eau De Eden;Cacharel;Туалетная вода;4,6;7 оценок;1996;suite;jean-guichard;fruit, floral;iris, rose;hyacinth, nektarin, peach;fruity-notes, musk, sandal;;https://aromo.ru/fragrance/cacharel-eau-de-eden-toilet-water-eau-de-toilette-53753/
Loewe 001 Man;Loewe;Парфюмерная вода;4,6;7 оценок;2016;suite;emilio-valeros;wood, east;bergamot, cardamom, mandarin;ambretta, kedr, cypress, sandal, carrot-seeds, vetiver;white-musk, violet, pachuli;ambretta, cypress, sandal;https://aromo.ru/fragrance/loewe-loewe-001-man-perfume-water-eau-de-parfum-70286/
Si Limited Edition (2018);Giorgio Armani;Парфюмерная вода;4,6;7 оценок;2018;suite;;chypre, fruit;;list-i-buton-chernoj-smorodiny, pachuli, rose, vanil;;rose;https://aromo.ru/fragrance/giorgio-armani-si-limited-edition-_2018-perfume-water-eau-de-parfum-1401415/
Le Feu d'Issey;Issey Miyake;Туалетная вода;4,6;7 оценок;1998;suite;jacques-cavallier;wood, east;anise, bergamot, kokos, list-koriandra, mahagonys, rose;karamel, moloko, pepper, rose, jasmine, lily;ambra, guajak, kedr, musk, sandal, vanil;ambra, moloko, pepper, karamel, kedr, rose, sandal, vanil, lily, anise, bergamot, guajak, kokos, list-koriandra;https://aromo.ru/fragrance/issey-miyake-le-feu-d_issey-toilet-water-eau-de-toilette-68222/
Euphoria Gold;Calvin Klein;Парфюмерная вода;4,6;7 оценок;2014;suite;;floral, east;abrikos, kumquat, tangerine;gardenija, mod, narciss;musk, pachuli, sandal;mod;https://aromo.ru/fragrance/calvin-klein-euphoria-gold-perfume-water-eau-de-parfum-56113/
Erotic Me;Paco Rabanne;Парфюмерная вода;4,6;7 оценок;2019;suite;quentin-bisch;leather, floral;;kozha, ladan, moloko, osmantus;;moloko, kozha, osmantus;https://aromo.ru/fragrance/paco-rabanne-erotic-me-perfume-water-eau-de-parfum-2006723/
Orchid Bloom;Shanghai Tang;Парфюмерная вода;4,6;7 оценок;2014;suite;carlos-benaim;floral;pink-pepper;orchid;musk;musk, orchid, pink-pepper;https://aromo.ru/fragrance/shanghai-tang-orchid-bloom-perfume-water-eau-de-parfum-78758/
Cherry In Japan;Escada;Туалетная вода;4,6;7 оценок;2022;suite;honorine-blanc;fruit, floral;vishna, vishnevyj-cvet;jasmine;tonka-bean;vishna, vishnevyj-cvet, tonka-bean, jasmine;https://aromo.ru/fragrance/escada-cherry-in-japan-toilet-water-eau-de-toilette-2404559/
A*Men Pure Coffee;Mugler;Туалетная вода;4,6;7 оценок;2008;suite;jacques-huclier, thierry-mugler;east;;kedr, coffee, musk, pachuli, vetiver;;;https://aromo.ru/fragrance/mugler-a_men-pure-coffee-toilet-water-eau-de-toilette-39869/
Emporio Armani Diamonds Intense;Giorgio Armani;Парфюмерная вода;4,6;7 оценок;2008;suite;;fruit, floral;lichi, raspberry;frezija, lily-of-the-valley, rose;kedr, pachuli, vanil, vetiver;;https://aromo.ru/fragrance/giorgio-armani-emporio-armani-diamonds-intense-perfume-water-eau-de-parfum-55109/
Gardénia;Chanel;Парфюмерная вода;4,6;7 оценок;2016;suite;jacques-polge;floral;green-notes;fruity-notes, gardenija, kokos;vanil;gardenija, fruity-notes, kokos, green-notes, vanil;https://aromo.ru/fragrance/chanel-gard_nia-perfume-water-eau-de-parfum-781955/
Pure Narcotic;Boadicea the Victorious;Парфюмерная вода;4,6;7 оценок;2015;niche;;floral, east;bergamot, durman, cardamom, coriander, list-inzhira;mate, osmantus, rose, zhasmin-grandiflorum;ambra, benzoin, tonka-bean, musk, sandal, bourbon-vanilla;musk, rose, bourbon-vanilla, zhasmin-grandiflorum, benzoin, durman, list-inzhira, osmantus, sandal, ambra, bergamot, tonka-bean, cardamom, coriander, mate;https://aromo.ru/fragrance/boadicea-the-victorious-pure-narcotic-perfume-water-eau-de-parfum-85731/
Tiger's Nest;Memo;Парфюмерная вода;4,6;7 оценок;2018;niche;;amber, east, balsamic;;absinthe, ambra, ilang-ilang, ladan, lime, osmantus, papyrus, rose, saffron, toluansky-balm, vanil;;ambra, ladan, saffron, absinthe, lemon, ilang-ilang, rose;https://aromo.ru/fragrance/memo-tiger_s-nest-perfume-water-eau-de-parfum-1252263/
Athalia;Parfums de Marly;Парфюмерная вода;4,6;7 оценок;2016;niche;;musk, floral;bitter-orange, ladan;apelsinovyj-cvet-flerdoranzh;musk, vanil;apelsinovyj-cvet-flerdoranzh, ladan, vanil, bitter-orange, musk;https://aromo.ru/fragrance/parfums-de-marly-athalia-perfume-water-eau-de-parfum-41817/
Juicy Flowers;Mancera;Парфюмерная вода;4,6;7 оценок;2020;niche;;fruit, floral;citruses, grusha, krasnye-frukty, pink-pepper;peach, rose, sandal, jasmine;white-musk, raspberry, ambergris, vanil;raspberry, grusha, peach, rose, white-musk, citruses, krasnye-frukty, vanil, pink-pepper, ambergris, jasmine;https://aromo.ru/fragrance/juicy-flowers/
Baïkal Leather Intense;Nicolai Parfumeur Createur;Парфюмерная вода;4,6;7 оценок;2019;niche;;leather, spicy, wood;yuzu, pepper, saffron;violet, iris, kozha, rose;tonka-bean, guajak, musk, sandal, vetiver;pepper, tonka-bean, violet, iris, kozha, musk, sandal;https://aromo.ru/fragrance/parfums-de-nicolai-ba_kal-leather-intense-perfume-water-eau-de-parfum-2055253/
Nasturtium & Clover;Jo Malone;Одеколон;4,6;7 оценок;2016;niche;anne-flipo;spicy, aromatic;lemon, rukkola;klever, nasturcija, jasmine;vetiver;klever, lemon, nasturcija;https://aromo.ru/fragrance/jo-malone-nasturtium-_-clover-cologne-eau-de-cologne-92297/
Empressa;Penhaligon's;Туалетная вода;4,6;7 оценок;2014;niche;christian-provenzano, mike-parrot;wood, fruit, floral;orange, bergamot, mandarin;black-currant, geranium, jezhevika, cardamom, neroli, pepper, peach, rose, pink-pepper;ambra, cocoa, ladan, lesnyje-jagody, musk, pachuli, sandal, vanil;ambra, orange, bergamot, black-currant, jezhevika, lesnyje-jagody, neroli, pachuli, sandal;https://aromo.ru/fragrance/penhaligons-empressa-toilet-water-eau-de-toilette-55133/
Fiero;Xerjoff;Парфюмерная вода;4,6;7 оценок;2010;niche;;fern, spicy;bergamot, red-orange, lemon;mint, neroli, timjan;coumarin, nutmeg, pachuli, vetiver;lemon, mint, neroli, resins, bergamot, musk, pachuli, timjan, vetiver;https://aromo.ru/fragrance/xeroff-fiero-perfume-water-eau-de-parfum-98030/
Angie;Franck Boclet;Парфюмерная вода;4,6;7 оценок;2016;niche;;amber, musk, wood, floral;inzhir, list-inzhira, moloko;bojaryshnik, floral-notes, kedr, sandal;ambra, musk, vanil;moloko, vanil, inzhir, musk, floral-notes, kedr, bojaryshnik, list-inzhira, sandal;https://aromo.ru/fragrance/franck-boclet-angie-perfume-water-eau-de-parfum-40388/
Helioflora;Pierre Guillaume Paris;Парфюмерная вода;4,6;7 оценок;2019;niche;;floral, aromatic;abrikos, basil, reven;buddleja;sandal;abrikos, basil, reven, sandal, buddleja;https://aromo.ru/fragrance/pierre-guillaume-helioflora-perfume-water-eau-de-parfum-1952721/
Redcurrant & Cream;Jo Malone;Одеколон;4,6;7 оценок;2013;niche;christine-nagel;fruit, floral;;klubnika, raspberry, musk;;klubnika, raspberry, musk;https://aromo.ru/fragrance/jo-malone-redcurrant-_-cream-cologne-eau-de-cologne-83953/
Collection Rouge No1;M. Micallef;Парфюмерная вода;4,6;7 оценок;2013;niche;;fruit, floral;peach, tangerine;ilang-ilang, rose, jasmine;;;https://aromo.ru/fragrance/m-micallef-collection-rouge-no1-perfume-water-eau-de-parfum-49519/
Great Britain;Roja Parfums;Духи / Экстракт;4,6;7 оценок;2015;niche;;chypre;bergamot, lemon, clary-sage;violet, rose, jasmine;ambretta, dubovyj-moh, guajak, cloves, iris, kedr, kozha, labdanum, juniper, pachuli, carrot-seeds, ambergris, styrax, toluansky-balm;;https://aromo.ru/fragrance/roja-parfums-great-britain-perfume-extract-parfum-extrait-de-parfum-61096/
Olyssia;Sylvaine Delacourte;Парфюмерная вода;4,6;7 оценок;2019;niche;;citrus, floral;;apelsinovyj-cvet-flerdoranzh, bitter-orange, cardamom, mandarin, musk, ptitgrejn-list-citrusovyh, sandal, vetiver, zhasmin-grandiflorum;;apelsinovyj-cvet-flerdoranzh, bitter-orange, mandarin, ptitgrejn-list-citrusovyh, sandal, vetiver;https://aromo.ru/fragrance/sylvaine-delacourte-olyssia-perfume-water-eau-de-parfum-2169367/
New York Musk Emerald Swarovski Shooting Star;Bond No. 9;Парфюмерная вода;4,6;7 оценок;2012;niche;;musk, floral;black-currant, cvetok-grejpfruta;nutmeg, osmantus, lily;musk, pachuli, sandal, vetiver;;https://aromo.ru/fragrance/bond-no-9-new-york-musk-emerald-swarovski-shooting-star-perfume-water-eau-de-parfum-76628/
Layali;Swiss Arabian;Масляные духи;4,6;7 оценок;;;;floral, east;sliva;rose, jasmine;ambergris;rose, jasmine;https://aromo.ru/fragrance/swiss-arabian-layali-perfume-oil-perfume-oil-68102/
Wild Glow;Jennifer Lopez;Туалетная вода;4,6;7 оценок;2014;aroma-celebrity;;fruit, floral;black-currant, raspberry, tropicheskije-frukty;geliotrop, lily-of-the-valley, jasmine;musk, sandal, vanil;;https://aromo.ru/fragrance/jennifer-lopez-wild-glow-97468/
Alice;Edgardio Chilini;Духи / Экстракт;4,6;7 оценок;;artisanal-perfumery;;fruit;;tropicheskije-frukty;;tropicheskije-frukty;https://aromo.ru/fragrance/edgardio-chilini-alice-1690017/
Hypnotic Poison;Dior;Туалетная вода;4,6;69 оценок;1998;suite;annick-menardo;floral, east;abrikos, kokos, sliva;lily-of-the-valley, palisander, rose, caraway, tuberoza, jasmine;mindal, musk, sandal, vanil;vanil, mindal, kokos, tuberoza, sliva, musk, sandal, lily-of-the-valley, palisander, zhasmin-sambak, abrikos;https://aromo.ru/fragrance/dior-hypnotic-poison-toilet-water-eau-de-toilette-81800/
Intoxicated;By Kilian;Парфюмерная вода;4,6;69 оценок;2014;niche;calice-becker, kilian-hennessy;spicy, east;;cardamom, coffee, cinnamon, nutmeg, vanil;;cardamom, cinnamon, coffee, nutmeg, vanil;https://aromo.ru/fragrance/kilian-intoxicated-perfume-water-eau-de-parfum-64393/
Carat;Cartier;Парфюмерная вода;4,6;68 оценок;;;;floral;;violet, hyacinth, ilang-ilang, narciss, tulpan, honeysuckle, lily;;narciss, hyacinth, lily, tulpan, ilang-ilang, violet, honeysuckle;https://aromo.ru/fragrance/cartier-carat-perfume-water-eau-de-parfum-1451673/
Aqua Allegoria Passiflora;Guerlain;Туалетная вода;4,6;68 оценок;2018;suite;thierry-wasser;fruit, floral;;grapefruit, ilang-ilang, lemon, mandarin, marakuja, voda, calabrian-bergamot;;grapefruit, marakuja, voda, ilang-ilang, lemon, mandarin, calabrian-bergamot;https://aromo.ru/fragrance/guerlain-aqua-allegoria-passiflora-toilet-water-eau-de-toilette-1089371/
Shalimar;Guerlain;Духи / Экстракт;4,6;63 оценки;1925;suite;jacques-guerlain, raymond-guerlain;east;bergamot, citruses, lemon, mandarin;iris, pachuli, rose, vetiver, jasmine;tonka-bean, kozha, ladan, musk, opopanax, sandal, vanil, civett;tonka-bean, kozha, rose, ladan, pachuli, vetiver, bergamot, vanil, jasmine, citruses, iris, lemon, musk, sandal, mandarin, opopanax;https://aromo.ru/fragrance/guerlain-shalimar-perfume-extract-parfum-extrait-de-parfum-87775/
Inflorescence;Byredo;Парфюмерная вода;4,6;62 оценки;;;;floral;frezija, rose;lily-of-the-valley, magnolija;jasmine;lily-of-the-valley, magnolija, jasmine, rose, frezija;https://aromo.ru/fragrance/byredo-inflorescence-perfume-water-eau-de-parfum-64092/
Terracotta Le Parfum;Guerlain;Туалетная вода;4,6;61 оценка;2014;suite;thierry-wasser;floral;bergamot;ilang-ilang, tiare;vanil;vanil, ilang-ilang, tiare;https://aromo.ru/fragrance/guerlain-terracotta-le-parfum-toilet-water-eau-de-toilette-91917/
Lilac Love;Amouage;Парфюмерная вода;4,6;58 оценок;2016;niche;;floral;gardenija, geliotrop, peony, rose, jasmine;tonka-bean, iris, cocoa;pachuli, sandal, vanil;geliotrop, iris, cocoa, vanil, tonka-bean, gardenija, peony, jasmine, rose, sandal;https://aromo.ru/fragrance/amouage-lilac-love-perfume-water-eau-de-parfum-69764/
By The Fireplace;Maison Martin Margiela;Туалетная вода;4,6;56 оценок;2015;suite;marie-salamagne;wood, east;apelsinovyj-cvet-flerdoranzh, cloves, pink-pepper;guajak, kashtan, juniper;cashmeran, peruvian-balsam, vanil;guajak, vanil, cloves, kashtan, peruvian-balsam, juniper, cashmeran, pink-pepper, apelsinovyj-cvet-flerdoranzh;https://aromo.ru/fragrance/maison-martin-margiela-by-the-fireplace-toilet-water-eau-de-toilette-84158/
Dolce Vita Extrait de Parfum;Dior;Духи / Экстракт;4,6;54 оценки;1994;suite;maurice-roger, pierre-bourdon-n;wood, floral, east;bergamot, grapefruit, cardamom, peach, rose, lily;abrikos, geliotrop, cinnamon, magnolija, palisander, lily;kedr, kokos, sandal, vanil;abrikos, vanil, cinnamon, lily, bergamot, geliotrop, grapefruit, cardamom, peach, rose, palisander, sandal, kedr, kokos, magnolija, persikovyj-cvet;https://aromo.ru/fragrance/dior-dolce-vita-perfume-extract-parfum-extrait-de-parfum-804787/
Tobacco;Franck Boclet;Парфюмерная вода;4,6;54 оценки;2014;niche;;spicy, wood, east;ginger, sliva, tabak;tonka-bean, cloves, kedr;benzoin, vanil, vetiver;tabak, sliva, vanil, cloves, tonka-bean, benzoin, ginger, vetiver, kedr;https://aromo.ru/fragrance/franck-boclet-tobacco-perfume-water-eau-de-parfum-92910/
Moon Sparkle;Escada;Туалетная вода;4,6;50 оценок;2007;suite;;fruit, floral;black-currant, citruses, jabloko-krasnoje, zemlanika;dushistyj-goroshek, frezija, rose, jasmine;ambra, raspberry, musk, sandal;raspberry, frezija, rose, zemlanika, black-currant, ambra, dushistyj-goroshek, musk, jasmine, jabloko-krasnoje, citruses, sandal;https://aromo.ru/fragrance/escada-moon-sparkle-toilet-water-eau-de-toilette-55625/
Greenwich;Alain Daniel;Туалетная вода;4,6;5 оценок;;;;fern;artemizija-polyn, bergamot;floral-notes, lavender;drevesnyje-noty, musk;;https://aromo.ru/fragrance/alain-daniel-greenwich-61253/
Smiley;Jeanne Arthes;Туалетная вода;4,6;5 оценок;;;;citrus;orange, bergamot, pepper;cocoa, curacao, praline;musk, pachuli;orange, curacao, bergamot, cocoa, pachuli, praline;https://aromo.ru/fragrance/jeanne-arthes-smiley-toilet-water-eau-de-toilette-88813/
Sadonaso;Nasomatto;Духи / Экстракт;4,6;5 оценок;;;;musk;;no-info;;no-info;https://aromo.ru/fragrance/nasomatto-sadonaso-perfume-extract-parfum-extrait-de-parfum-2422194/
Santal Calling;Ex Nihilo;Парфюмерная вода;4,6;5 оценок;;;;wood, floral, gourmet;nutmeg;iris, moloko;musk, sandal, vanil;moloko, sandal, iris, nutmeg, musk;https://aromo.ru/fragrance/ex-nihilo-santal-calling-perfume-water-eau-de-parfum-2413957/
Fig Extasy;Mancera;Парфюмерная вода;4,6;5 оценок;;;;fruit, east, balsamic;ginger, inzhir, ladan, pepper;kedr, kozha, lavender, list-inzhira, sandal, timjan;benzoin, tonka-bean, styrax, vanil;list-inzhira, styrax, benzoin, inzhir, kedr, ladan, lavender, pepper, sandal, timjan, vanil;https://aromo.ru/fragrance/mancera-fig-extasy-perfume-water-eau-de-parfum-2400133/
