url;Perfume;Brand;Country;Gender;Year;Top;Middle;Base
https://aromo.ru/fragrance/esscentual-alchemy-sunset-fling-90758/;Sunset Fling;Esscentual Alchemy;;;;;;
https://aromo.ru/fragrance/bodevoke-playa-del-amor-81634/;Playa del Amor;Bodevoke;;Парфюмерная вода;;grapefruit, klubnika, lemon, pink-pepper;violet, lily-of-the-valley, peony;cashmeran, vanil
https://aromo.ru/fragrance/esprit-life-by-esprit-summer-edition-for-him-2014-toilet-water-eau-de-toilette-69596/;Life by Esprit Summer Edition for Him 2014;Esprit;;Туалетная вода;;kumquat, marakuja, zelenoje-jabloko;mozhzhevelnik-plody, nutmeg, pachuli, sage;ambra, kozha, musk
https://aromo.ru/fragrance/ahaar-regent-star-84012/;Regent Star;Ahjaar;;Парфюмерная вода;;rose;papyrus, romashka;oud
https://aromo.ru/fragrance/junaid-jamshed-uroosa-94614/;Uroosa;Junaid Jamshed;;;;bergamot, black-currant, mandarin, nektarin, zelenoje-jabloko;frezija, gardenija, lily-of-the-valley, magnolija, jasmine;ambra, musk, pachuli, sandal, vanil
https://aromo.ru/fragrance/jafra-jande-toilet-water-eau-de-toilette-1833331/;Jande;Jafra;;Туалетная вода;;;orchid;
https://aromo.ru/fragrance/esika-emma-55028/;Emma;Esika;;;;;fruity-notes, vanilnaja-orkhideja;
https://aromo.ru/fragrance/blend-oud-gala-529597/;Gala;Blend Oud;;Парфюмерная вода;;lime;frezija, tiare;tonka-bean, virginia-cedar
https://aromo.ru/fragrance/madeleine-mono-mischief-73906/;Mischief;Madeleine Mono;;Парфюмерная вода;;raspberry, mandarin, rose;gardenija, geliotrop, jasmine;ambra, musk, pachuli
https://aromo.ru/fragrance/botanique-blossom-44633/;Blossom;Botanique;;Туалетная вода;;bergamot, lichi, mandarin, peach;lily-of-the-valley, sliva, jasmine;ambra, musk, vanil, vetiver
https://aromo.ru/fragrance/nomaterra-dc-cherry-blossom-perfume-oil-perfume-oil-96801/;DC Cherry Blossom;Nomaterra;;Масляные духи;;citruses;laurel, nutmeg, pepper, vishnevyj-cvet;musk, tabak, vanil
https://aromo.ru/fragrance/ana-hickmann-midnight-dream-73525/;Midnight Dream;Ana Hickmann;;Туалетная вода;;abrikos, bergamot, nektarin;magnolija, osmantus, jasmine;tonka-bean, musk, sandal, vanil
https://aromo.ru/fragrance/moods-of-norway-disco-sunset-pour-homme-634301/;Disco Sunset Pour Homme;Moods of Norway;;Туалетная вода;;jabloko, mint, pink-pepper;cinnamon, vinograd;tonka-bean, kedr, musk
https://aromo.ru/fragrance/lise-watier-baiser-de-neiges-550255/;Baiser de Neiges;Lise Watier;;Туалетная вода;;pink-pepper, tangelo;lily-of-the-valley, rose, jasmine;ambra, white-cedar, musk, sandal
https://aromo.ru/fragrance/great-american-scents-victory-garden-95992/;Victory Garden;Great American Scents;;Духи / Экстракт;;basil, bergamot, ptitgrejn-list-citrusovyh;violet, lavender, sage;drevesnyje-noty, kedr, mahagonys
https://aromo.ru/fragrance/glenn-perri-black-is-beautiful-44115/;Black Is Beautiful;Glenn Perri;;Парфюмерная вода;;rose;koren-fialki;pachuli, vanil
https://aromo.ru/fragrance/guy-alari-cuba-exclusive-_for-man-799241/;Exclusive;Cuba Paris;;Туалетная вода;;;palisander, pepper, rozmarin;
https://aromo.ru/fragrance/parfums-elite-london-queen-toilet-water-eau-de-toilette-70401/;London Queen;Parfums Elite;;Туалетная вода;;bergamot, raspberry, mandarin;sliva, tiare, jasmine;benzoin, musk, vanil
https://aromo.ru/fragrance/united-scents-of-america-texas-91984/;Texas;United Scents of America;;Туалетная вода;;red-orange;kedr, red-cedar;ambra, white-musk, needles-cedar
https://aromo.ru/fragrance/clubman--edouard-pinaud-jasmin-orange-perfume-water-eau-de-parfum-65307/;Jasmin Orange;Clubman / Edouard Pinaud / Ed Pinaud;;Парфюмерная вода;;orange, bergamot, black-currant, geranium, mandarin;abrikos, frezija, lily-of-the-valley, jasmine;
https://aromo.ru/fragrance/neals-yard-remedies-pure-essence-no_-2-rose-82979/;Pure Essence No. 2 Rose;Neal's Yard Remedies;;Парфюмерная вода;;palmaroza, pink-pepper;geranium, damask-rose-rosa-damascena, may-rose-rosa-centifolia;benzoin, kedr
https://aromo.ru/fragrance/natura-faces-secreta-56622/;Faces Secreta;Natura;;;;;floral-notes, fruity-notes, lichi;
https://aromo.ru/fragrance/esika-fogos-58528/;Fogos;Esika;;;;;cardamom, pachuli;
https://aromo.ru/fragrance/kelly--jones-no_-3-notes-of-cabernet-546649/;No. 3 Notes of Cabernet;Kelly & Jones;;;;;belyj-tabak, kozha, pink-pepper, vishna;
https://aromo.ru/fragrance/accessorize-spirit-89640/;Spirit;Accessorize;;Туалетная вода;;;grapefruit, raspberry, mandarin;
https://aromo.ru/fragrance/crabtree--evelyn-lavender-toilet-water-eau-de-toilette-68033/;Lavender;Crabtree & Evelyn;;Туалетная вода;;;tonka-bean, lavender, list-fialki, musk, jasmine;
https://aromo.ru/fragrance/philosophy-you-are-divine-98306/;You are Divine;Philosophy;;Туалетная вода;;;floral-notes;
https://aromo.ru/fragrance/love-passport-serendipity-87435/;Serendipity;Love Passport;;Парфюмерная вода;;bergamot, jabloko;geliotrop, lily-of-the-valley, jasmine;ambra, drevesnyje-noty, musk
https://aromo.ru/fragrance/kappa-platino-man-toilet-water-eau-de-toilette-81579/;Platino Man;Kappa;;Туалетная вода;;bergamot, mandarin, morskije-noty;dubovyj-moh, lavender, green-notes;ambra, musk, pachuli
https://aromo.ru/fragrance/clubman--edouard-pinaud-fleur-d_oranger-musc-perfume-water-eau-de-parfum-57847/;Fleur d'Oranger Musc;Clubman / Edouard Pinaud / Ed Pinaud;;Парфюмерная вода;;;citruses, musk;
https://aromo.ru/fragrance/mahogany-n-wood-97873/;Wood;Mahogany;;;;;;
https://aromo.ru/fragrance/alverde-oriental-touch-78914/;Oriental Touch;Alverde;;Туалетная вода;;bergamot, dyna;ilang-ilang;tonka-bean, sandal, vanil
https://aromo.ru/fragrance/jafra-draumur-toilet-water-eau-de-toilette-53063/;Draumur;Jafra;;Туалетная вода;;bergamot, grusha, list-fialki, green-notes;abrikos, frezija, lily-of-the-valley, peony, podsolnechnik, zelenoje-jabloko;white-musk, olive-tree-olive, drevesnyje-noty, sandal, ambergris, voda
https://aromo.ru/fragrance/lavanila-laboratories-vanilla-blackberry-perfume-water-eau-de-parfum-94819/;Vanilla Blackberry;Lavanila Laboratories;;Парфюмерная вода;;jezhevika, raspberry;iris;vanil
https://aromo.ru/fragrance/botanique-in-bloom-63762/;In Bloom;Botanique;;Туалетная вода;;pink-grapefruit;iris, rose, jasmine;drevesnyje-noty, geliotrop
https://aromo.ru/fragrance/seveline-nature-peche-sublime-80679/;Peche Sublime;Seveline Nature;;Парфюмерная вода;;;peach;
https://aromo.ru/fragrance/seveline-nature-rose-intense-85118/;Rose Intense;Seveline Nature;;Парфюмерная вода;;;rose;
https://aromo.ru/fragrance/moods-of-norway-eau-de-cocktail-pour-femme-634307/;Eau De Cocktail Pour Femme;Moods of Norway;;Туалетная вода;;bergamot;apelsinovyj-cvet-flerdoranzh, rose, jasmine;kedr
https://aromo.ru/fragrance/kitson-happy-twinkle-toilet-water-eau-de-toilette-61830/;Happy Twinkle;Kitson;;Туалетная вода;;black-currant, grapefruit, lemon, marakuja, mozhzhevelnik-plody;lotos, jasmine;ambra, white-musk
https://aromo.ru/fragrance/bissoumine-un-ange-passe-94205/;Un Ange Passe;Bissoumine;;Парфюмерная вода;;ilang-ilang, mandarin, reven;star-anise, rose, jasmine;ambra, musk, sandal
https://aromo.ru/fragrance/eudora-soul-blue-margarita-twist-frozen-edition-588211/;Soul Blue Margarita Twist Frozen Edition;Eudora;;;;;citruses, mint;
https://aromo.ru/fragrance/nautica-pure-nautica-toilet-water-eau-de-toilette-83041/;Pure Nautica;Nautica;;Туалетная вода;;bergamot, mandarin, morskije-noty;ambra, lotos, saffron;driftwood, pachuli, zamsha
https://aromo.ru/fragrance/bond-no-9-saks-en-rose-perfume-water-eau-de-parfum-86187/;Saks En Rose;Bond No. 9;;Парфюмерная вода;;;ambra, finiki, iris, list-lantany, nutmeg, musk, rose, sandal, tuberoza;
https://aromo.ru/fragrance/michel-germain-tattoo-jungle-homme-toilet-water-eau-de-toilette-91574/;Tattoo Jungle Homme;Jean Marc Paris;;Туалетная вода;;basil, bergamot, dyna;geranium, lavender, sage;tonka-bean, dubovyj-moh, vanil
https://aromo.ru/fragrance/born-borg-love-all-vivid-violet-70645/;Love All Vivid Violet;Bjorn Borg;;;;black-currant, dyna, jabloko-krasnoje;violet, karamel, peach, jasmine;tonka-bean, musk, sandal, vanil
https://aromo.ru/fragrance/sooud-burqa-909487/;Burqa Eau Fine;SoOud;;Парфюмерная вода;;;benzoin, chernila, violet, guajak, cardamom, kozha, myrrh, pachuli, rubber, rose, ambergris, sage, teak-wood, jasmine;
https://aromo.ru/fragrance/washington-tremlett-notting-hill-carnival-toilet-water-eau-de-toilette-77529/;Notting Hill Carnival;Washington Tremlett;;Одеколон;;bergamot, lime;ginger, coriander, laurel, pink-pepper;kozha, labdanum, ladan
https://aromo.ru/fragrance/natura-ion-64455/;Ion;Natura;;;;bergamot;white-cedar, lily-of-the-valley, rose;ambra, musk, sandal
https://aromo.ru/fragrance/eau-de-nous-bebe-breeze-43308/;Bebe Breeze;Eau de Nous;;Парфюмерная вода;;;fruity-notes, rose, lily;
https://aromo.ru/fragrance/phebo-lichia-e-pimenta-69564/;Lichia e Pimenta;Phebo;;;;bergamot, lichi, pink-pepper, green-notes;lily-of-the-valley, peony, rose, jasmine;ambra, kedr, musk, vanil
https://aromo.ru/fragrance/ulric-de-varens-varens-vetiver-toilet-water-eau-de-toilette-95192/;Varens Vetiver;Ulric de Varens;;Туалетная вода;;orange, bergamot, grapefruit;drevesnyje-noty, coriander, pink-pepper;vetiver
https://aromo.ru/fragrance/m-asam-from-mirjam-with-love-_2010-perfume-water-eau-de-parfum-765789/;From Mirjam with Love 2010;M. Asam;;Парфюмерная вода;;;citruses, floral-notes, spices, vanil;
https://aromo.ru/fragrance/borsari-rosa-e-pepe-cologne-eau-de-cologne-84879/;Rosa e Pepe;Borsari;;Одеколон;;frezija, pink-pepper, tangerine;rose, lily;musk, sandal, vanil
https://aromo.ru/fragrance/oilily-oilily-ovation-perfume-water-eau-de-parfum-78102/;Oilily Ovation;Oilily;;Парфюмерная вода;;grusha, tangerine;frezija, rose, sliva;drevesnyje-noty, musk, vanil
https://aromo.ru/fragrance/lerbolario-tuberosa-perfume-water-eau-de-parfum-93799/;Tuberosa;L`Erbolario;;Парфюмерная вода;;;citruses, rose, tuberoza;
https://aromo.ru/fragrance/hoity-toity-mademoiselle-la-pussycat-71630/;Mademoiselle la Pussycat;Hoity Toity;;Парфюмерная вода;;;orange, pachuli, rose, vanil;
https://aromo.ru/fragrance/garage-grg-61289/;GRG;Garage;;Туалетная вода;;;ananas, floral-notes, klubnika, peach, vanil;
https://aromo.ru/fragrance/compagnia-delle-indie-oceania-tiare-blossom-77965/;Oceania Tiare Blossom;Compagnia Delle Indie;;Парфюмерная вода;;orchid, peach, tiare;apelsinovyj-cvet-flerdoranzh, frezija, lotos, peony;musk, sandal, vanil
https://aromo.ru/fragrance/frederic-haldimann-madame-de-frederic-perfume-water-eau-de-parfum-71547/;Madame de Frederic;Frederic Haldimann;;Парфюмерная вода;;ananas, apelsinovyj-cvet-flerdoranzh, frezija, jasmine;violet, lily-of-the-valley, rose, tuberoza;pachuli, sandal, vanil
https://aromo.ru/fragrance/essence-e-secret-love-87087/;Secret Love;essence;;Парфюмерная вода;;mandarin;orange, orchid, jasmine;musk
https://aromo.ru/fragrance/lavanila-laboratories-vanilla-spice-perfume-water-eau-de-parfum-94946/;Vanilla Spice;Lavanila Laboratories;;Парфюмерная вода;;;cardamom, nutmeg, sandal, vanil;
https://aromo.ru/fragrance/marks-and-spencer-infusion-toilet-water-eau-de-toilette-64096/;Infusion;Marks and Spencer;;Туалетная вода;;frezija;gardenija, orchid;ambra, vanil
https://aromo.ru/fragrance/lollia-breathe-45787/;Breathe;Lollia;;Парфюмерная вода;;;orange, dubovyj-moh, grapefruit, peony, green-notes;
https://aromo.ru/fragrance/les-petits-plaisirs-patchouli-envoutant-80320/;Patchouli Envoutant;Les Petits Plaisirs;;Парфюмерная вода;;;ambra, pachuli, shokolad, vanil;
https://aromo.ru/fragrance/thymes-red-cherie-83834/;Red Cherie;Thymes;;Одеколон;;;granat, lichi, musk, strastocvet, vishna;
https://aromo.ru/fragrance/alviero-martini-iris-europa-604759/;Iris from Europe;Alviero Martini;;Ароматная дымка;;kivi, kumquat, lemon;iris, lily-of-the-valley, zhasmin-sambak;kedr, musk, vetiver
https://aromo.ru/fragrance/la-collina-toscana-iris-of-the-signory-toilet-water-eau-de-toilette-64550/;Iris of the Signory;La Collina Toscana;;Туалетная вода;;frezija, rose;abrikos, iris, tuberoza, jasmine;kedr, sandal, vanil
https://aromo.ru/fragrance/the-body-shop-the-apple-blossom-toilet-water-eau-de-toilette-92058/;The Apple Blossom;The Body Shop;;Туалетная вода;;;ambra, orange, frezija, lemon, zelenoje-jabloko, jasmine;
https://aromo.ru/fragrance/axe-boost-fragrant-haze-fragrance-mist-581743/;Boost;Axe;;Ароматная дымка;;;guava;
https://aromo.ru/fragrance/esika-vivensa-96435/;Vivensa;Esika;;;;;;
https://aromo.ru/fragrance/lily-lambert-master-number-no_-55-72807/;Master Number No. 55;Lily Lambert;;;;bergamot, violet, lily-of-the-valley, narciss, peach, rose, jasmine;aldehydes, rozmarin, tuberoza;ambra, bamboo, musk, vetiver
https://aromo.ru/fragrance/mila-schon-mila-schon-lui-toilet-water-eau-de-toilette-73624/;Mila Schon Lui;Mila Schon;;Туалетная вода;;star-anise, bergamot, ginger, lemon;basil, lavender, rozmarin;white-cedar, guajak, pachuli, sandal, vetiver
https://aromo.ru/fragrance/entre-filles-saison-2-86171/;Saison 2;Entre Filles;;Туалетная вода;;ananas, klubnika, kokos, mango, peach;white-flowers, violet, frezija, peony, jasmine;musk
https://aromo.ru/fragrance/philosophy-the-alchemist-92055/;The Alchemist;Philosophy;;;;;;
https://aromo.ru/fragrance/neil-morris-coral-50087/;Coral;Neil Morris;;;;bergamot, granat;dushistyj-goroshek, inzhir, rose;ladan, musk, sandal
https://aromo.ru/fragrance/neil-morris-zephyr-98695/;Zephyr;Neil Morris;;;;papaja, tangerine;honeysuckle, lily;musk
https://aromo.ru/fragrance/thymes-wild-ginger-97464/;Wild Ginger;Thymes;;Одеколон;;;orange, ginger, lime, ogurec, vanil;
https://aromo.ru/fragrance/avon-tua-gra_a-715817/;Tua Graça;Avon;;;;grapefruit, mandarin, marakuja;iris, orchid, honeysuckle;white-cedar, musk, sandal
https://aromo.ru/fragrance/esika-you-98313/;You;Esika;;;;;lemon, mandarin;
https://aromo.ru/fragrance/majid-muzaffar-iteri-al_amerah-perfume-oil-perfume-oil-554697/;Al-Amerah;Majid Muzaffar Iterji;;Масляные духи;;mint;rose;musk, sandal
https://aromo.ru/fragrance/i-profumi-di-firenze-senza-fine-perfume-water-eau-de-parfum-87394/;Senza Fine;I Profumi di Firenze;;Парфюмерная вода;;bergamot, mandarin;orchid, water-lily;musk
https://aromo.ru/fragrance/montana-samar-toilet-water-eau-de-toilette-86267/;Samar;Montana;;Туалетная вода;;bergamot, frezija;geliotrop, karamel, jasmine;musk, vanil
https://aromo.ru/fragrance/esika-salvaje-86252/;Salvaje;Esika;;;;;citruses, pachuli, sandal;
https://aromo.ru/fragrance/avon-coastline-cologne-eau-de-cologne-372771/;Coastline;Avon;;Одеколон;;;fuzhernye-noty;
https://aromo.ru/fragrance/the-body-shop-javari-toilet-water-eau-de-toilette-65441/;Javari;The Body Shop;;Туалетная вода;;;bergamot, firbalsam, cinnamon, lavender, mint, nutmeg, pepper, sage;
https://aromo.ru/fragrance/bath-and-body-works-hello-kitty-62270/;Hello Kitty;Bath and Body Works;;Туалетная вода;;basil, bergamot, narciss, neroli;cloves, iris, lily-of-the-valley, tuberoza, jasmine;benzoin, dubovyj-moh, geliotrop, musk, pachuli, vanil
https://aromo.ru/fragrance/parfums-de-coeur-body-fantasies-coconut-breeze-fantasy-45029/;Coconut Breeze Fantasy;Body Fantasies;;Ароматная дымка;;;kokos, vanil;
https://aromo.ru/fragrance/love--toast-honey-nectar-62777/;Honey Nectar;Love & Toast;;Духи / Экстракт;;;abrikos, jabloko-krasnoje, persikovyj-cvet, jasmine;
https://aromo.ru/fragrance/avon-colour-reactions-_-youthful-yellow-49698/;Colour Reactions - Youthful Yellow;Avon;;;;;;
https://aromo.ru/fragrance/avon-far-away-for-men-toilet-water-eau-de-toilette-56845/;Far Away for Men;Avon;;Туалетная вода;;;;
https://aromo.ru/fragrance/natura-kaiak-66224/;Kaiak Masculino;Natura;;Одеколон;;bergamot, mandarin, sliva, tamarind, green-notes;lily-of-the-valley, orchid, pink-pepper, jasmine;geliotrop, musk
https://aromo.ru/fragrance/natura-aliger-567775/;Aliger;Natura;;;;fruity-notes, pink-pepper;white-flowers, floral-notes, oil;drevesnyje-noty, musk
https://aromo.ru/fragrance/avon-instinct-for-him-_1994-64272/;Instinct for Him (1994);Avon;;;;;;
https://aromo.ru/fragrance/yves-rocher-perle-nature-fragrant-haze-fragrance-mist-80922/;Perle Nature;Yves Rocher;;Ароматная дымка;;;floral-notes;
https://aromo.ru/fragrance/caswell-massey-gardenia-59766/;Gardenia;Caswell Massey;;;;bergamot, eucalyptus, grapefruit, lime, lemon, morskije-noty, green-notes;basil, geranium, cloves, cinnamon, lavender, nutmeg;ambra, dubovyj-moh, musk, pachuli, vetiver
https://aromo.ru/fragrance/annick-goutal-tubereuse-perfume-water-eau-de-parfum-93785/;Tubereuse;Goutal Paris;;Парфюмерная вода;;;tuberoza;
https://aromo.ru/fragrance/visiteur-pens_o-amor-1295511/;Pensão Amor;Visiteur;;Парфюмерная вода;;;animalisticheskie-noty, orange, smoke, gin, powdery-notes, pink-pepper, sandal, tabak, tuberoza, cumin;
https://aromo.ru/fragrance/lomani-trendy-perfume-water-eau-de-parfum-93426/;Trendy;Lomani;;Парфюмерная вода;;black-currant, krasnaja-smorodina;gardenija, iris, rose;tonka-bean, pachuli, vanil
https://aromo.ru/fragrance/genina-b-sublissime-90325/;Sublissime;Gemina B.;;Парфюмерная вода;;bergamot, grapefruit, peach;iris, peony, rose;white-musk, pachuli, vanil
https://aromo.ru/fragrance/bettina-brenner-eau-de-vanilla-54014/;Eau de Vanilla;Bettina Brenner;;Парфюмерная вода;;;bergamot, black-currant, lily-of-the-valley, mandarin, pachuli, sandal, vanil, jasmine;
https://aromo.ru/fragrance/betres-on-for-her-_-glamour-78281/;On for Her - Glamour;Betres;;Парфюмерная вода;;bergamot, magnolija, mandarin;violet, lily-of-the-valley, orchid, rose, sliva, tuberoza;kedr, raspberry, musk, vanil
https://aromo.ru/fragrance/thymes-coco-monoi-49284/;Coco Monoi;Thymes;;Парфюмерная вода;;;tonka-bean, gardenija, osmantus, tuberoza, oud;
https://aromo.ru/fragrance/oud-elite-she-perfume-water-eau-de-parfum-2284357/;She;Oud Elite;;Парфюмерная вода;;citruses, tsvetok-bergamota;ilang-ilang, palisander, jasmine;drevesnyje-noty, pachuli
https://aromo.ru/fragrance/bonanza-satrangi-memories-985187/;Memories;Bonanza Satrangi;;Парфюмерная вода;;fruity-notes, gourmand-notes;citruses;floral-notes, drevesnyje-noty
https://aromo.ru/fragrance/weisswange-gravity-61077/;Gravity;Weisswange;;Парфюмерная вода;;hyacinth, cardamom, honeysuckle;durman, cinnamon, tuberoza, jasmine;benzoin, cocoa, mod, sandal
https://aromo.ru/fragrance/adopt-by-reserve-naturelle-musc-de-rose-perfume-water-eau-de-parfum-75258/;Musc de Rose;Adopt` by Reserve Naturelle;;Парфюмерная вода;;orange, mandarin;frezija, rose;woodyamber, musk
https://aromo.ru/fragrance/wajid-farah-le-secret-68454/;Le Secret;Wajid Farah;;Парфюмерная вода;;frezija, rose, saffron;violet, geliotrop, pachuli;kozha, sandal, oud, vanil
https://aromo.ru/fragrance/bi-es-fleurs-sensuelles-perfume-water-eau-de-parfum-704717/;Fleurs Sensuelles;Bi-es;;Парфюмерная вода;;abrikos, bergamot, black-currant;lily-of-the-valley, peony, rose;drevesnyje-noty, vanilnaja-orkhideja
https://aromo.ru/fragrance/nature-republic-blue-marine-44805/;Blue Marine;Nature Republic;;Парфюмерная вода;;;voda;
https://aromo.ru/fragrance/george-kordahi-sublime-90320/;Sublime;George Kordahi;;Парфюмерная вода;;damask-rose-rosa-damascena;exotic-woods;pachuli, oud, vanil
https://aromo.ru/fragrance/parfumbar-tokio-mod_4-92970/;Tokio Mod.4;ParfumBar;;Парфюмерная вода;;raspberry, sliva;frezija, rose;kedr, pachuli, vetiver
https://aromo.ru/fragrance/parisvally-foxy-perfume-water-eau-de-parfum-58833/;Foxy;Parisvally;;Парфюмерная вода;;list-klubniki, tangerine;violet, klubnika, sorbet, jasmine;musk, pachuli
https://aromo.ru/fragrance/weisswange-infinity-64087/;Infinity;Weisswange;;Парфюмерная вода;;orange, bergamot, galbanum, shiso;champaka, frangipani, liatris, rose;ambra, benzoin, tonka-bean, opopanax
https://aromo.ru/fragrance/frau-tonis-parfum-no_-12-accroche_-coeur-491515/;№ 12 Accroche-Coeur;Frau Tonis Parfum;;Парфюмерная вода;;;benzoin, bergamot, jabloko, cinnamon, pachuli, rose, vanil;
https://aromo.ru/fragrance/stila-midnight-bloom-perfume-water-eau-de-parfum-73517/;Midnight Bloom;Stila;;Парфюмерная вода;;;ambra, gardenija, inzhir, sandal;
https://aromo.ru/fragrance/afnan-gold-wood-perfume-water-eau-de-parfum-60741/;Gold Wood;Afnan;;Парфюмерная вода;;;drevesnyje-noty, gvozdika, kedr, cinnamon, red-orange, labdanum, lesnyje-jagody, linden-blossom, mandarin, nutmeg, musk, sandal, saffron, sage;
https://aromo.ru/fragrance/bi-es-jungle-code-perfume-water-eau-de-parfum-66053/;Jungle Code;Bi-es;;Парфюмерная вода;;;floral-notes, drevesnyje-noty, pachuli;
https://aromo.ru/fragrance/lattafa-perfumes-samaha-perfume-water-eau-de-parfum-86265/;Samaha;Lattafa Perfumes;;Парфюмерная вода;;;drevesnyje-noty, ladan, oud;
https://aromo.ru/fragrance/oud-elite-mashaeir-silver-perfume-water-eau-de-parfum-2284478/;Mashaeir Silver;Oud Elite;;Парфюмерная вода;;;ambra, apelsinovyj-cvet-flerdoranzh, geranium, musk, sandal;
https://aromo.ru/fragrance/lucien-george-night-of-fantasy-woman-76754/;Night of Fantasy Woman;Lucien George;;Парфюмерная вода;;grapefruit, jabloko, klubnika, mango;frezija, linden-blossom, rose;ambra, tonka-bean, kozha, musk, vanil
https://aromo.ru/fragrance/surrati-perfumes-emperor-oud-739405/;Emperor Oud;Surrati Perfumes;;Парфюмерная вода;;;drevesnyje-noty, spices, oud;
https://aromo.ru/fragrance/fragrances-of-ireland-inisfree-64133/;Innisfree;Fragrances of Ireland;;Парфюмерная вода;;abrikos, lily-of-the-valley, lavender, lemon, peach;iris, rose, jasmine;kedr, musk, sandal
https://aromo.ru/fragrance/artsscents-orange-planet-space-essence-78706/;Orange Planet Space Essence;Arts&Scents;;Парфюмерная вода;;fruity-notes;orange, tagetes, hrizantema, lily;spruce-needles, musk
https://aromo.ru/fragrance/seris-parfums-fiona-888245/;Fiona;Seris Parfums;;Парфюмерная вода;;bergamot, dagil, galbanum, lime;apelsinovyj-cvet-flerdoranzh, ginger, nutmeg, rose;ladan, musk, sandal, pine, vanil
https://aromo.ru/fragrance/arabian-oud-white-musk-perfume-water-eau-de-parfum-97230/;White Musk;Arabian Oud;;Парфюмерная вода;;;apelsinovyj-cvet-flerdoranzh, musk, rose, sandal, vanil;
https://aromo.ru/fragrance/express-love-express-summer-bloom-70692/;Love Express Summer Bloom;Express;;Парфюмерная вода;;;;
https://aromo.ru/fragrance/tchibo-pure-summer-83086/;Pure Summer;Tchibo;;Парфюмерная вода;;dyna, jabloko, list-fialki;lily-of-the-valley, jasmine;white-musk
https://aromo.ru/fragrance/afnan-nadira-perfume-water-eau-de-parfum-75927/;Nadira;Afnan;;Парфюмерная вода;;;drevesnyje-noty, musk;
https://aromo.ru/fragrance/beate-johnen-lulu-71160/;Lulu;Beate Johnen;;Парфюмерная вода;;ajva, ananas, fruity-notes, grapefruit, raspberry;davana, neroli, peony, visterija, jasmine;ambra, musk, driftwood, pachuli, sandal, vanil
https://aromo.ru/fragrance/swiss-arabian-swiss-musk-perfume-water-eau-de-parfum-2004759/;Swiss Musk;Swiss Arabian;;Парфюмерная вода;;aldehydes, lily-of-the-valley, peach;floral-notes, geranium, ilang-ilang, rose;drevesnyje-noty, kedr, musk, sandal
https://aromo.ru/fragrance/les-voiles-depliees-vanilla-perfume-water-eau-de-parfum-94798/;Vanilla;Les Voiles Depliees;;Парфюмерная вода;;citruses;bourbon-vanilla;rom
https://aromo.ru/fragrance/royal-apothic-imperial-vanilla-655703/;Imperial Vanilla;Royal Apothic;;Парфюмерная вода;;bergamot;frangipani;vanil
https://aromo.ru/fragrance/bonanza-satrangi-jewel-oud-985183/;Jewel Oud;Bonanza Satrangi;;Парфюмерная вода;;lavender, rose;kedr, pachuli, jasmine;musk, sandal, oud
https://aromo.ru/fragrance/new-brand-bleeding-love-947139/;Bleeding Love;New Brand;;Парфюмерная вода;;mango, pink-grapefruit, zemlanika;frezija;woodyamber
https://aromo.ru/fragrance/isabell-kristensen-moments-of-dreams-perfume-water-eau-de-parfum-378718/;Moments of Dreams;Isabell Kristensen;;Парфюмерная вода;;jabloko, lemon, mandarin;frezija, raspberry, jasmine;musk, sandal, vanil
https://aromo.ru/fragrance/asgharali-victorian-373611/;Victorian;Asgharali;;Парфюмерная вода;;bergamot, black-currant, jabloko, mandarin;apelsinovyj-cvet-flerdoranzh, klubnika, lichi, peach, rose, sliva, tuberoza, jasmine;ambra, tonka-bean, karamel, kedr, moss, musk, sandal, vanil
https://aromo.ru/fragrance/surrati-perfumes-prestige-perfume-water-eau-de-parfum-810397/;Prestige;Surrati Perfumes;;Парфюмерная вода;;citruses, vanil;drevesnyje-noty, musk;white-flowers
https://aromo.ru/fragrance/bath-house-juniper-gin-perfume-water-eau-de-parfum-911739/;Juniper Gin;Bath House;;Парфюмерная вода;;caipirinha, lime, mint, juniper;jabloko, kedr, white-woods;ambra, musk
https://aromo.ru/fragrance/esika-it_s-you-emotion-perfume-water-eau-de-parfum-64804/;It's You Emotion;Esika;;Парфюмерная вода;;arbuz, jabloko, cardamom, mandarin, calabrian-bergamot;floral-notes, magnolija, persikovyj-cvet, peony;ambra, musk, sandal
https://aromo.ru/fragrance/sergio-soldano-sergio-soldano-de-luxe-30-87460/;Sergio Soldano de Luxe 30;Sergio Soldano;;Парфюмерная вода;;bergamot, mandarin, siren;gvozdika, mimosa, jasmine;precious-woods, dubovyj-moh, sandal
https://aromo.ru/fragrance/seris-parfums-in-vogue-pivoine-888289/;In Vogue Pivoine;Seris Parfums;;Парфюмерная вода;;fruity-notes, granat, lemon;floral-notes, peony, powdery-notes, jasmine;ambra, drevesnyje-noty, sandal, vanil
https://aromo.ru/fragrance/afnan-oud-al-ahbaab-perfume-water-eau-de-parfum-79158/;Oud Al Ahbaab;Afnan;;Парфюмерная вода;;;oud;
https://aromo.ru/fragrance/glenn-perri-unpredictable-desire-for-men-94455/;Unpredictable Desire for Men;Glenn Perri;;Туалетная вода;2010;bergamot, violet, neroli;geranium, lavender, sliva;ambra, spruce, lichen, musk, sandal
